year,state,Auto,Bus,Truck,Motorcycle
2006,Nevada,679828,1923,684806,56973
2006,New Hampshire,585455,1873,472635,70778
2006,New Jersey,3692966,23827,2241195,163636
2006,New Mexico,699312,3552,877956,43495
2006,New York,8528457,70015,2685424,203145
2006,North Carolina,3659926,33720,2607790,110637
2006,North Dakota,345502,2587,364080,25353
2006,Ohio,6438988,44484,4345371,332355
2006,Oklahoma,1606517,18634,1576680,94289
2006,Oregon,1427597,14822,1538960,84224
2006,Pennsylvania,5842819,38029,4013315,330947
2006,Rhode Island,508389,1726,295433,31131
2006,South Carolina,1964994,18078,1470771,87774
2006,South Dakota,375760,2644,465580,53481
2006,Tennessee,2878136,19979,2193213,134134
2006,Texas,8805316,90173,8642899,355878
2006,Utah,1079455,1308,1155325,50896
2006,Vermont,309972,1745,275951,24543
2006,Virginia,4031355,18264,2586357,81172
2006,Washington,3087818,11665,2590014,194263
2006,West Virginia,734599,2794,703706,40730
2006,Wisconsin,2639984,14347,2317130,271151
2006,Wyoming,228057,3088,414047,35791
2007,Alabama,1976510,9205,2692056,110858
2007,Alaska,240931,2672,436538,25720
2007,Arizona,2237693,4915,2129427,125219
2007,Arkansas,944255,7758,1058288,64154
2007,California,20037727,58088,13839571,767319
2007,Colorado,785099,5820,916220,111468
2007,Connecticut,1988569,10591,1048170,64848
2007,Delaware,472688,2258,376277,23289
2007,District of Columbia,165633,2986,48902,1440
2007,Florida,7189598,48607,9235703,624932
2007,Georgia,4155154,22083,4335274,172430
2007,Hawaii,521669,5940,465508,30072.35
2007,Idaho,525560,3872,752467,44107
2007,Illinois,5814178,18310,3924516,308032
2007,Indiana,2694917,31978,2228644,147544
2007,Iowa,1727177,7375,1625644,161317
2007,Kansas,879318,3936,1545810,77533
2007,Kentucky,1937195,14298,1595127,61906.66
2007,Louisiana,1938195,23014,1965532,64603.5
2007,Maine,569503,3531,506809,49960
2007,Maryland,2652872,12039,1845553,78341.6
2007,Massachusetts,3276019,11758,2078931,144458
2007,Michigan,4972114,26290,3193344,268685
2007,Minnesota,2552023,18122,2185608,229805
2007,Mississippi,1141299,9605,856971,27777
2007,Missouri,2675818,11078,2230097,92373.41
2007,Montana,389754,2483,556291,20398
2007,Nebraska,815731,7036,916305,40459
2007,Nevada,698622,2013,723687,61232
2007,New Hampshire,643442,1979,539421,75559
2007,New Jersey,3827017,23289,2396824,164024
2007,New Mexico,703057,3426,892850,46779
2007,New York,8866591,72484,2555438,315987.89
2007,North Carolina,3601669,34400,2681079,116159.36
2007,North Dakota,344258,2512,363767,27554
2007,Ohio,6362791,45953,4439732,346925
2007,Oklahoma,1605813,18932,1599908,101606
2007,Oregon,1462803,15340,1610170,96622.28
2007,Pennsylvania,5805046,38510,4094385,353945
2007,Rhode Island,491229,1731,303723,31227.29
2007,South Carolina,1940512,18864,1561650,95011
2007,South Dakota,372633,2736,489469,58376
2007,Tennessee,3020654,19862,2299430,144069
2007,Texas,8800325,92250,9179573,387915
2007,Utah,1138442,1321,1180408,54534
2007,Vermont,297176,1807,265984,25805
2007,Virginia,3958939,18235,2636607,80393.45
2007,Washington,3146178,12184,2599581,206712
2007,West Virginia,707442,2792,703233,45364
2007,Wisconsin,2645181,14962,2357752,325554
2007,Wyoming,215911,3206,432985,38072
2008,Alabama,2220095,8947,2500749,127166
2008,Alaska,242650,2763,445343,27946
2008,Arizona,2234963,4920,2133349,134434
2008,Arkansas,957446,7737,1075805,71145
2008,California,19919068,59442,13504551,757793
2008,Colorado,734665,5793,877761,118486
2008,Connecticut,2018461,10790,1064493,65845
2008,Delaware,461882,2255,403607,24453.3
2008,District of Columbia,171255,3028,49516,1478.4
2008,Florida,8180462,50687,8230776,673434
2008,Georgia,4260495,22836,4286294,188072
2008,Hawaii,488217,4711,452563,51407
2008,Idaho,534911,3931,779391,64430
2008,Illinois,5779977,19166,3994678,332102
2008,Indiana,3135611,33389,2678546,204971
2008,Iowa,1798052,7476,1625339,182135
2008,Kansas,884039,3941,1560788,84602
2008,Kentucky,1972534,14405,1617109,65001.64
2008,Louisiana,1957262,22476,1999450,69088.45
2008,Maine,561893,3681,508891,54672
2008,Maryland,2650579,12133,1862521,79578.8
2008,Massachusetts,3236056,11241,2081052,153444
2008,Michigan,4388023,26374,3531074,271161
2008,Minnesota,2543559,18202,2221730,248708
2008,Mississippi,1155133,9681,870093,28171
2008,Missouri,2620559,10657,2234560,99081.37
2008,Montana,375757,2468,548750,112443
2008,Nebraska,816515,7212,932901,43741
2008,Nevada,699041,2783,715390,65218
2008,New Hampshire,650130,1978,561847,80689
2008,New Jersey,3826995,23287,2396600,164024
2008,New Mexico,692415,3488,873868,47176
2008,New York,8576151,72781,2439971,340131.2
2008,North Carolina,3572277,34904,2641648,121958.73
2008,North Dakota,346622,2504,368095,31055
2008,Ohio,6413063,47612,4472494,370362
2008,Oklahoma,1654409,19224,1618337,116012
2008,Oregon,1463189,15533,1626951,103289.2
2008,Pennsylvania,6086264,39928,4240216,398731
2008,Rhode Island,490628,1720,302032,32104.81
2008,South Carolina,1996617,18988,1588355,103051
2008,South Dakota,347408,2435,557541,58329
2008,Tennessee,2833546,19884,2244717,151627
2008,Texas,8830985,92639,9284324,439145
2008,Utah,1192191,1329,1245165,57982
2008,Vermont,306690,1875,272901,28285
2008,Virginia,3881087,17341,2627520,82968.8
2008,Washington,3299259,12625,2667826,235155
2008,West Virginia,700301,2715,699014,48945
2008,Wisconsin,2659162,14064,2325677,311102
2008,Wyoming,261294,3329,399418,30595
2009,Alabama,2171584,8884,2430377,122471
2009,Alaska,236223,2698,456361,29177
2009,Arizona,2228172,5029,2124433,138475
2009,Arkansas,947406,7836,1082159,76067
2009,California,19972837,59535,14400834,776224
2009,Colorado,640899,5739,782836,94746
2009,Connecticut,1983114,10905,1077556,65356
2009,Delaware,463779,2254,377324,25676
2009,District of Columbia,166519,2900,48229,1525
2009,Florida,7597789,51590,7665378,669746
2009,Georgia,4134274,23564,4349455,197171
2009,Hawaii,448535,4605,442196,49879
2009,Idaho,563021,3895,808051,56395
2009,Illinois,5824074,18197,4048601,348873
2009,Indiana,3135608,33389,2678591,204971
2009,Iowa,1736330,6923,1619855,184780
2009,Kansas,874869,3911,1546483,85548
2009,Kentucky,1952420,14591,1617490,68251
2009,Louisiana,1940586,23397,2069428,71094
2009,Maine,538469,3586,513865,54891
2009,Maryland,2597592,12050,1873956,82909
2009,Massachusetts,3128371,11786,2121646,158217
2009,Michigan,4371772,26490,3514862,267388
2009,Minnesota,2506177,18501,2271417,251379
2009,Mississippi,1155792,9591,860307,28085
2009,Missouri,2559639,10541,2334021,104034
2009,Montana,370107,2396,552447,125848
2009,Nebraska,784194,7542,1001287,50582
2009,Nevada,706912,2766,687663,68738
2009,New Hampshire,639635,2034,570824,80826
2009,New Jersey,3705322,23988,2384497,157821
2009,New Mexico,698100,3398,919206,54049
2009,New York,8725551,71439,2448218,345430
2009,North Carolina,3451087,35332,2560820,128048
2009,North Dakota,347356,2464,372251,32313
2009,Ohio,6318803,49365,4653961,387424
2009,Oklahoma,1670353,19673,1706369,124527
2009,Oregon,1439985,15838,1590550,104863
2009,Pennsylvania,5818056,32934,4006321,409854
2009,Rhode Island,481905,1717,305001,33964
2009,South Carolina,1974494,19205,1620701,106263
2009,South Dakota,401661,2569,521938,62517
2009,Tennessee,2854803,20692,2264167,162494
2009,Texas,8830974,92639,9284557,439145
2009,Utah,1217120,1339,1235420,59643
2009,Vermont,292317,1950,263103,28821
2009,Virginia,3732468,16559,2552808,78954
2009,Washington,3101571,12859,2466238,229813
2009,West Virginia,700103,2711,709664,49033
2009,Wisconsin,2526673,14747,2332896,365311
2009,Wyoming,214199,3450,434675,30115
2010,Alabama,2211550,8813,2433475,123289
2010,Alaska,228407,2795,479242,30194
2010,Arizona,2201251,5078,2113681,136620
2010,Arkansas,945198,7866,1120347,75694
2010,California,17977605,55532,12980991,760051
2010,Colorado,1890748,9343,2280207,110563
2010,Connecticut,1985500,11064,1085447,65567
2010,Delaware,434037,2253,362722,26959
2010,District of Columbia,160090,2778,48785,1579
2010,Florida,7295121,52512,7025174,600859
2010,Georgia,3738952,23582,3939408,196958
2010,Hawaii,450398,4749,449320,54991
2010,Idaho,541038,3838,780109,53205
2010,Illinois,5772947,18893,4286778,350281
2010,Indiana,2986033,33389,2678591,204971
2010,Iowa,1691090,6990,1614625,187234
2010,Kansas,880308,3916,1552022,87415
2010,Kentucky,1890079,14722,1684317,71664
2010,Louisiana,1917283,22708,2146137,68922
2010,Maine,518779,3600,531463,55741
2010,Maryland,2590777,12229,1954000,80470
2010,Massachusetts,3144691,11972,2177252,159000
2010,Michigan,5135712,28374,4121981,280714
2010,Minnesota,2459074,18543,2370354,255445
2010,Mississippi,1143527,9577,862811,27884
2010,Missouri,2578536,11084,2563805,109236
2010,Montana,351574,2368,571912,126132
2010,Nebraska,773080,7684,1021734,51616
2010,Nevada,690124,2881,668666,66665
2010,New Hampshire,618598,2023,582353,80173
2010,New Jersey,3971896,24188,2631996,327530
2010,New Mexico,702897,3330,906264,53391
2010,New York,7950192,69081,2235826,348175
2010,North Carolina,3281831,34380,2426618,134440
2010,North Dakota,340756,2484,392404,33569
2010,Ohio,5614698,46905,4139330,383966
2010,Oklahoma,1581768,20128,1755568,125520
2010,Oregon,1488595,16060,1545599,108087
2010,Pennsylvania,5682239,33468,4275234,412164
2010,Rhode Island,478624,1768,302046,33309
2010,South Carolina,2030632,19427,1610819,106999
2010,South Dakota,406531,2322,516695,65701
2010,Tennessee,2734382,21540,2357991,162807
2010,Texas,8331127,96746,8765686,431505
2010,Utah,1316966,1384,1336365,58863
2010,Vermont,293084,2022,271544,29001
2010,Virginia,3510417,15823,2622554,74134
2010,Washington,2599791,12108,2070891,217732
2010,West Virginia,702587,2692,730244,48821
2010,Wisconsin,2461343,15451,2490983,323080
2010,Wyoming,209777,3588,449888,30617
2011,Alabama,2307668,12373,2364601,127301
2011,Alaska,215688,2346,508900,31020
2011,Arizona,2363015,11759,2555552,178928
2011,Arkansas,1021817,3350,1346842,76301
2011,California,14549841,36876,13771330,818650
2011,Colorado,1798922,10005,2350093,173231
2011,Connecticut,1719536,7496,1003799,97963
2011,Delaware,490696,3128,405093,30498
2011,District of Columbia,238504,2730,71458,3539
2011,Florida,7981816,34942,6878085,574346
2011,Georgia,3430165,27227,3876723,199620
2011,Hawaii,534815,2330,580398,30498
2011,Idaho,610646,4553,947382,62623
2011,Illinois,5563757,33428,4497731,350292
2011,Indiana,2882224,21518,3024623,204407
2011,Iowa,1645916,8951,1667446,174263
2011,Kansas,1141601,5083,1217921,81361
2011,Kentucky,1883309,10639,1770584,98495
2011,Louisiana,1801488,13427,2169221,68460
2011,Maine,530057,4631,586265,50327
2011,Maryland,2088130,14558,1682819,120122
2011,Massachusetts,3180009,11590,2344721,159007
2011,Michigan,4742808,20209,4111481,308349
2011,Minnesota,2248879,17519,2402947,240289
2011,Mississippi,1050978,9012,948456,28078
2011,Missouri,2440765,16087,2572195,140947
2011,Montana,435575,4789,731783,47011
2011,Nebraska,766395,3712,1065473,51376
2011,Nevada,1079145,3341,1000945,68976
2011,New Hampshire,594931,3206,601080,79267
2011,New Jersey,4416631,20583,3172253,330489
2011,New Mexico,718457,4206,984465,64912
2011,New York,5866664,48345,4169695,345855
2011,North Carolina,3264444,18582,2743261,223305
2011,North Dakota,328511,2616,422071,32668
2011,Ohio,5412188,28327,4386240,390522
2011,Oklahoma,1522613,8290,1770636,127150
2011,Oregon,1472348,4500,1542955,108317
2011,Pennsylvania,5484519,25536,4388029,404896
2011,Rhode Island,527589,2027,356122,33085
2011,South Carolina,1983691,8880,1726266,108371
2011,South Dakota,384573,2585,538595,69670
2011,Tennessee,2637423,12771,2483721,168420
2011,Texas,8964823,53655,10156094,442483
2011,Utah,857948,5414,960618,59430
2011,Vermont,286106,2129,286748,30071
2011,Virginia,3827026,21194,2954336,195829
2011,Washington,3037366,11984,2610557,220886
2011,West Virginia,663436,5175,732047,57564
2011,Wisconsin,2419096,14916,2492527,317656
2011,Wyoming,241980,3534,522404,30378
2012,Alabama,2042489,5699,2663979,132555
2012,Alaska,193151,3487,546667,31940
2012,Arizona,2124041,20850,2869368,148755.66
2012,Arkansas,881272,10535,1512023,76085
2012,California,13223822,93305,13597502,787521.11
2012,Colorado,1746188,11759,2620068,183881
2012,Connecticut,1387079,12085,1223963,83332
2012,Delaware,442113,4465,466334,30730
2012,District of Columbia,207048,4302,106856,4143.65
2012,Florida,7535856,31234,7479744,619152
2012,Georgia,3321507,41790,4082491,201207.11
2012,Hawaii,521804,2566,671845,35527
2012,Idaho,577382,2480,1000402,63964.11
2012,Illinois,4717657,30344,5019227,364655
2012,Indiana,2439141,8754,3333368,223103
2012,Iowa,1343336,9255,1978396,180063
2012,Kansas,959718,4720,1403214,81578
2012,Kentucky,1533919,9699,2026442,100506
2012,Louisiana,1499813,12517,2308789,68297
2012,Maine,474622,1433,650769,53268.11
2012,Maryland,1968035,15687,1877706,121306
2012,Massachusetts,2481482,11240,2333016,124121
2012,Michigan,3408669,8711,4114563,266489
2012,Minnesota,2148272,12657,2696310,241768
2012,Mississippi,847669,7887,1168320,28264
2012,Missouri,2398353,6276,3104166,175887
2012,Montana,433264,3725,892746,158873.11
2012,Nebraska,732238,3872,1099515,52853
2012,Nevada,932805,3863,1124022,69640.64
2012,New Hampshire,560416,3356,658792,79877
2012,New Jersey,3971265,19606,3588133,332470
2012,New Mexico,675737,5411,1057976,66666
2012,New York,5076204,25684,5001443,345412.32
2012,North Carolina,3445365,38164,4109822,199205
2012,North Dakota,249181,2535,524628,34011
2012,Ohio,4738058,18185,5020317,339688
2012,Oklahoma,1361339,1946,1948971,127681.21
2012,Oregon,1455989,3178,1981947,86123
2012,Pennsylvania,4774517,36979,5240635,419282
2012,Rhode Island,456426,2182,362673,33078
2012,South Carolina,1712854,17084,2054655,112239
2012,South Dakota,331662,2280,596277,73352
2012,Tennessee,2232584,12028,2980483,167566
2012,Texas,7821859,97685,11870179,448399
2012,Utah,832197,6653,1079672,62818.54
2012,Vermont,251437,2088,322725,30691
2012,Virginia,3305911,31217,3580174,199489
2012,Washington,2542747,20308,3069589,217301.11
2012,West Virginia,537131,4472,859278,57921
2012,Wisconsin,2221497,15311,2697512,280974
2012,Wyoming,212789,2960,552337,31319
2013,Alabama,2074969,5406,2588760,118084
2013,Alaska,201042,3540,549036,32207
2013,Arizona,2257249,20989,2914452,188360
2013,Arkansas,865210,10395,1468158,74196
2013,California,13822505,92884,13359688,799900
2013,Colorado,1819608,11758,2667495,184549
2013,Connecticut,1474581,12379,1277524,91054
2013,Delaware,448155,4507,464724,30056
2013,District of Columbia,218642,4294,105667,4170
2013,Florida,7425492,58744,7102047,545452
2013,Georgia,3435040,41776,4103397,200133
2013,Hawaii,568238,3032,722858,40564
2013,Idaho,598877,3132,1025504,64944
2013,Illinois,4796992,33571,5010557,352318
2013,Indiana,2264905,10161,3080330,218630
2013,Iowa,1366389,9265,1981815,183294
2013,Kansas,1031234,4879,1492563,99169
2013,Kentucky,1714904,9747,2197276,109821
2013,Louisiana,1506504,28975,2307917,113778
2013,Maine,487896,1533,646591,63114
2013,Maryland,1918606,15826,1799534,121323
2013,Massachusetts,2510780,11049,2338497,125122
2013,Michigan,3593751,8686,4322639,267292
2013,Minnesota,2212406,12438,2757387,237259
2013,Mississippi,871806,8056,1165240,28433
2013,Missouri,2484904,5458,3145571,184723
2013,Montana,444707,4428,919711,171085
2013,Nebraska,733008,3830,1098191,56224
2013,Nevada,977852,3938,1150631,70675
2013,New Hampshire,625391,2524,707409,73612
2013,New Jersey,3644546,20245,3244441,152111
2013,New Mexico,716439,5460,1095246,65321
2013,New York,5203357,25738,5099921,345118
2013,North Carolina,3495804,31278,4091279,195493
2013,North Dakota,255183,2621,551549,35756
2013,Ohio,4862768,41969,5053364,402264
2013,Oklahoma,1376118,2113,1954898,126883
2013,Oregon,1520784,3178,1990066,89797
2013,Pennsylvania,4809900,54503,5195797,400908
2013,Rhode Island,459393,2115,359392,32252
2013,South Carolina,1750642,18080,2104537,113315
2013,South Dakota,331920,2692,593851,86710
2013,Tennessee,2284326,25810,2977977,163820
2013,Texas,7954906,99482,11672891,443856
2013,Utah,876036,5491,1114015,64970
2013,Vermont,258801,2117,322094,28777
2013,Virginia,3296365,31639,3533323,189689
2013,Washington,2800255,21792,3343720,227073
2013,West Virginia,541900,4526,848948,58021
2013,Wisconsin,2256529,15307,2743545,323378
2013,Wyoming,228731,1194,569217,31397
2014,Alabama,2524145,5397,2721534,115768
2014,Alaska,195389,3498,569456,32090
2014,Arizona,2320664,21042,3065391,180917
2014,Arkansas,989291,11536,1684913,92921
2014,California,14065989,93064,13713822,813771
2014,Colorado,1806485,12033,2813912,188192
2014,Connecticut,1430900,12607,1333621,89332
2014,Delaware,441745,4505,481026,30392.99
2014,District of Columbia,216156,2658,111066,4450.42
2014,Florida,7543890,59978,7342823,558123
2014,Georgia,3567888,41443,4346201,199575
2014,Hawaii,591971,2930,755537,42821
2014,Idaho,608671,3404,1084421,66191
2014,Illinois,4795380,30882,5215943,351298
2014,Indiana,2395759,9075,3385106,222655
2014,Iowa,1349293,8840,2051146,187251
2014,Kansas,978612,3426,1463824,96817
2014,Kentucky,1749979,9690,2277955,111096
2014,Louisiana,1459340,33069,2280283,114242
2014,Maine,471717,3862,667459,51623
2014,Maryland,1989816,11392,1925599,125283
2014,Massachusetts,2438254,13224,2417692,125269.56
2014,Michigan,3445807,8640,4413477,258413
2014,Minnesota,2162403,12700,2810679,237407.51
2014,Mississippi,857667,7910,1173755,28474
2014,Missouri,2231294,5901,2941907,153799
2014,Montana,436581,4494,960861,183894
2014,Nebraska,751544,3931,1139635,52517
2014,Nevada,990113,3970,1174534,71880.18
2014,New Hampshire,559174,2818,672105,76093
2014,New Jersey,3476346,23829,3223962,149963
2014,New Mexico,724099,7048,1134961,64598
2014,New York,5159696,26172,5371542,346210
2014,North Carolina,3474768,31318,4176301,193643
2014,North Dakota,250998,2692,579794,37247
2014,Ohio,4806759,39781,5202048,404770
2014,Oklahoma,1391802,2183,1994416,129405
2014,Oregon,1403517,7619,1918576,88247
2014,Pennsylvania,4711119,54766,5342557,396315
2014,Rhode Island,455520,2118,375254,31870
2014,South Carolina,1754081,17858,2131005,114666
2014,South Dakota,324160,2664,616421,89460
2014,Tennessee,2273513,26029,3031395,164710
2014,Texas,8140321,101845,12189465,445395
2014,Utah,895718,4805,1175959,74091
2014,Vermont,244027,1998,336307,30106
2014,Virginia,3309479,32207,3623181,195230
2014,Washington,2748938,21394,3405328,229823
2014,West Virginia,576821,3427,915666,57278
2014,Wisconsin,2194650,13037,2851317,281151
2014,Wyoming,216594,1319,571211,30982.83
2015,Alabama,2278262,5727,3001316,115114
2015,Alaska,193348,3441,586380,31953
2015,Arizona,2332734,21049,3115726,161138
2015,Arkansas,947789,11813,1720808,91804
2015,California,14463569,94020,14037540,828883
2015,Colorado,1822170,12666,2979130,191206
2015,Connecticut,1385867,12725,1356641,86531
2015,Delaware,438031,4365,493741,28179
2015,District of Columbia,200566,4569,113380,4414
2015,Florida,7735060,60125,7737069,572754
2015,Georgia,3523619,42542,4371050,200410
2015,Hawaii,522807,2899,682809,33804
2015,Idaho,626440,3278,1158666,65635
2015,Illinois,4775414,34773,5438857,346210
2015,Indiana,2335800,21805,3464139,223370
2015,Iowa,1326200,9186,2111663,189849
2015,Kansas,992017,3918,1542596,96325
2015,Kentucky,1713959,10480,2316525,111018
2015,Louisiana,1438568,28961,2319827,114076
2015,Maine,419560,4455,625322,54664
2015,Maryland,1993936,13238,2001673,126311
2015,Massachusetts,2374223,11784,2515765,167829
2015,Michigan,3376682,8649,4651312,257465
2015,Minnesota,2079843,19244,2933622,248560
2015,Mississippi,847173,8049,1185302,28329
2015,Missouri,2273098,16885,3116291,217731
2015,Montana,435930,4584,1007283,197430
2015,Nebraska,732856,3945,1188560,55935
2015,Nevada,1017534,3128,1220868,74526
2015,New Hampshire,535188,2822,684136,73991
2015,New Jersey,2918603,24360,2843150,152472
2015,New Mexico,667947,6239,1086011,63248
2015,New York,4868521,30620,5384766,354858
2015,North Carolina,3439151,31770,4269130,188922
2015,North Dakota,247404,2819,601572,39008
2015,Ohio,4738800,36946,5376621,404956
2015,Oklahoma,1156606,3205,1699608,129093
2015,Oregon,1432905,16004,2030265,128308
2015,Pennsylvania,4680498,55117,5469689,393390
2015,Rhode Island,447356,2177,393813,31751
2015,South Carolina,1784004,17690,2244716,116241
2015,South Dakota,328797,2840,654733,95919
2015,Tennessee,2318324,26208,3101331,166260
2015,Texas,8451039,66980,12959673,387149
2015,Utah,919013,5985,1225362,78833
2015,Vermont,252859,1170,370267,31051
2015,Virginia,3270479,32999,3742587,192840
2015,Washington,2841248,21823,3626011,236385
2015,West Virginia,566215,3281,985083,58766
2015,Wisconsin,2189332,14095,2938122,325032
2015,Wyoming,206884,1454,575641,31010
2016,Alabama,2284443,6238,3067917,109703
2016,Alaska,183259,8119,571287,31949
2016,Arizona,2377962,9016,3233330,166583
2016,Arkansas,942604,11931,1762765,90838
2016,California,14768392,98622,14511913,842106
2016,Colorado,1807777,12771,3105201,190592
2016,Connecticut,1352381,12587,1390343,86531
2016,Delaware,447007,4288,524387,28158
2016,District of Columbia,206833,4682,121149,4436
2016,Florida,7855250,59808,8102611,582648
2016,Georgia,3538180,37487,4461721,202391
2016,Hawaii,516544,3069,680969,31146
2016,Idaho,607902,3877,1164527,65939
2016,Illinois,4524709,34936,5402730,314807
2016,Indiana,2330172,20727,3566028,223603
2016,Iowa,1303131,9174,2171551,192434
2016,Kansas,980359,5575,1567555,96247
2016,Kentucky,1713590,10559,2393991,106648
2016,Louisiana,1425349,29188,2336826,113599
2016,Maine,409229,4349,641722,52374
2016,Maryland,1976021,22801,2056115,123936
2016,Massachusetts,2305471,11779,2584480,167829
2016,Michigan,3248359,8656,4819229,256651
2016,Minnesota,2081723,19179,3028038,229377
2016,Mississippi,840737,8088,1190158,28239
2016,Missouri,2247914,27569,3255462,153580
2016,Montana,441201,4634,1058602,290295
2016,Nebraska,700277,13452,1182677,55360
2016,Nevada,1047362,3128,1273607,74562
2016,New Hampshire,529491,2798,712175,78218
2016,New Jersey,2847881,25049,2916966,151101
2016,New Mexico,661197,6283,1094604,61877
2016,New York,4890916,80780,5757925,392771
2016,North Carolina,3546363,32525,4496137,195618
2016,North Dakota,243338,2835,609781,39000
2016,Ohio,4693947,40844,5543152,408114
2016,Oklahoma,1379222,3171,2219075,135937
2016,Oregon,1483576,17069,2174823,136238
2016,Pennsylvania,4640471,55848,5659466,393037
2016,Rhode Island,436247,2285,406559,31137
2016,South Carolina,1840357,17713,2348248,118105
2016,South Dakota,364576,2339,764702,114742
2016,Tennessee,2347806,28042,3166114,167961
2016,Texas,8287254,66697,13037296,374919
2016,Utah,940604,5986,1288069,82623
2016,Vermont,229570,1092,354312,30976
2016,Virginia,3242520,33207,3833534,191820
2016,Washington,2935656,23055,3852843,236135
2016,West Virginia,584599,3324,1055812,61090
2016,Wisconsin,2159924,14712,3054434,335359
2016,Wyoming,211613,4218,609358,30041
2017,Alabama,2065463,5682,2872743,112185
2017,Alaska,173487,8080,591079,31859
2017,Arizona,2391624,9051,3399704,164055
2017,Arkansas,926789,11941,1805510,89457
2017,California,14860967,99917,14991714,842543
2017,Colorado,1785058,13305,3271595,190002
2017,Connecticut,1302339,11378,1422502,90131
2017,Delaware,419199,3763,519961,27810
2017,District of Columbia,208141,4885,128700,4290
2017,Florida,7778493,59596,8534913,586267
2017,Georgia,3536055,36418,4665930,203922
2017,Hawaii,512386,3033,708546,35576
2017,Idaho,550006,3870,1218730,63297
2017,Illinois,4655844,34359,5866614,333943
2017,Indiana,2261440,20725,3637290,250579
2017,Iowa,1268996,9284,2277194,194603
2017,Kansas,987259,6228,1628494,95892
2017,Kentucky,1691085,10759,2490198,101163
2017,Louisiana,1389436,29160,2374552,113664
2017,Maine,387233,4339,651349,51467
2017,Maryland,2006904,22972,2209445,118277
2017,Massachusetts,2208468,13498,2674324,168931
2017,Michigan,3257473,8737,4993400,258487
2017,Minnesota,2146187,19980,3274930,241556
2017,Mississippi,822864,8018,1198470,28124
2017,Missouri,2141050,27180,3262212,138294
2017,Montana,441392,4702,1111169,306655
2017,Nebraska,677040,13564,1218765,55736
2017,Nevada,1047508,3198,1328704,76032
2017,New Hampshire,505381,2871,732067,78798
2017,New Jersey,2798699,25097,3080936,152979
2017,New Mexico,609494,6278,1066512,57718
2017,New York,4563035,80446,5821796,392178
2017,North Carolina,3317918,32493,4531463,188843
2017,North Dakota,276545,3331,724941,51941
2017,Ohio,4605459,41255,5752346,410187
2017,Oklahoma,1337624,3155,2267209,136190
2017,Oregon,1542461,17691,2400561,142738
2017,Pennsylvania,4463267,55935,5792846,377158
2017,Rhode Island,420313,2273,419314,30914
2017,South Carolina,1808401,17728,2459839,118132
2017,South Dakota,353180,2614,785101,117461
2017,Tennessee,2325004,29158,3280359,165968
2017,Texas,8176879,67143,13522053,364690
2017,Utah,925052,6109,1340619,83993
2017,Vermont,221936,1070,367647,30955
2017,Virginia,3251339,34268,4034926,193951
2017,Washington,2925765,23566,4075464,231401
2017,West Virginia,562984,3342,1064329,60582
2017,Wisconsin,2092584,15567,3163814,324670
2017,Wyoming,193523,4219,592555,28960
2018,Alabama,2161212,5767,3023208,110012
2018,Alaska,183270,8473,580390,31550
2018,Arizona,2391772,8349,3235918,170274
2018,Arkansas,921161,12006,1792851,91127
2018,California,15065827,99692,15033965,822844
2018,Colorado,1798177,13303,3353669,190869
2018,Connecticut,1306709,11753,1473679,87660
2018,Delaware,433363,3802,543231,28071
2018,District of Columbia,209723,5088,132810,4312
2018,Florida,7966091,59557,8882855,587499
2018,Georgia,3557469,36314,4714799,203968
2018,Hawaii,509492,2936,723960,30998
2018,Idaho,598774,3809,1210554,66533
2018,Illinois,4477763,34649,5756734,319764
2018,Indiana,2248870,20937,3670024,250904
2018,Iowa,1242219,9357,2245710,194606
2018,Kansas,975171,6592,1607397,94850
2018,Kentucky,1721942,11006,2534172,101165
2018,Louisiana,1389249,29527,2352679,113664
2018,Maine,390506,4601,679175,51306
2018,Maryland,1922463,23050,2141056,118277
2018,Massachusetts,2182530,13747,2696290,168931
2018,Michigan,3023940,8882,5095522,258487
2018,Minnesota,1976525,20340,3165856,241556
2018,Mississippi,825338,7451,1206447,28262
2018,Missouri,2102216,27165,3215389,153905
2018,Montana,452845,4999,1093927,293567
2018,Nebraska,683020,13540,1209013,55736
2018,Nevada,1073760,4255,1361583,74740
2018,New Hampshire,506959,3045,757353,78962
2018,New Jersey,2754253,25870,3124738,150528
2018,New Mexico,655766,5523,1102580,60348
2018,New York,4712779,82848,6297198,389404
2018,North Carolina,3393781,32296,4595651,188484
2018,North Dakota,240048,3422,617536,38947
2018,Ohio,4603594,41512,5858774,409893
2018,Oklahoma,1296219,2859,2270493,129451
2018,Oregon,1488623,17611,2302881,133760
2018,Pennsylvania,4424183,56086,5874767,372679
2018,Rhode Island,412255,2270,429552,28267
2018,South Carolina,1830186,17322,2493039,116972
2018,South Dakota,358859,2654,787408,120494
2018,Tennessee,2285329,29610,3274809,181126
2018,Texas,8248322,69966,13518871,349082
2018,Utah,937421,6419,1344547,84413
2018,Vermont,218302,1122,369738,30532
2018,Virginia,3267735,34801,4106265,195845
2018,Washington,2964939,23846,3928127,235501
2018,West Virginia,560118,3172,1069746,60683
2018,Wisconsin,2087518,14892,3244241,336410
2018,Wyoming,203546,4058,600452,28968
1900,Puerto Rico,,,,
1901,Puerto Rico,,,,
1902,Puerto Rico,,,,
1903,Puerto Rico,,,,
1904,Puerto Rico,,,,
1905,Puerto Rico,,,,
